OrderNumber,ShippingAddress,Order,AccountNumber,CartNumber
8157528,7 Cheapside #9,Delivered,10047251,251205
8157538,85 Bridgewater St,Dispatched,10047254,251220
8157548,763 Parkfield Rd,Confirmed,10047257,251235
8157558,662 Grove Park,Processing,10047260,251250
8157568,5410 Lawton St,Dispatched,10047263,251265
8157578,3 August Rd,Confirmed,10047266,251280
8157588,476 Starkie St,Delivered,10047269,251295
8157598,6448 Tillard St,Delivered,10047272,251310
8157608,3055 Creswick St,Processing,10047275,251325
8157618,7 Jolliffe St,Dispatched,10047278,251340
8157628,1175 Greig St,Confirmed,10047281,251355
8157638,636 Portland Place,Delivered,10047284,251370
8157648,41 Benedict St,Confirmed,10047287,251385
8157658,62 Margaret St,Processing,10047290,251400
8157668,5152 Sophia St,Processing,10047293,251415
8157678,1 Back Canning St,Confirmed,10047296,251430
8157688,9 Gradwell St,Dispatched,10047299,251445
8157698,9205 Upper Hill St,Processing,10047302,251460
8157708,9 Horatio St,Delivered,10047305,251475
8157718,61 Miriam St,Confirmed,10047308,251490
8157728,67 Pulford St,Dispatched,10047311,251505
8157738,821 Pembroke Place,Delivered,10047314,251520
8157748,3 Alder St,Delivered,10047317,251535
8157758,80 Morecambe St,Dispatched,10047320,251550
8157768,7866 Renshaw St #283,Processing,10047323,251565
8157778,658 Lake St,Confirmed,10047326,251580
8157788,5382 Redfern St,Delivered,10047329,251595
8157798,45 Bidder St #38,Processing,10047332,251610
8157808,6766 Britton St #379,Dispatched,10047335,251625
8157818,7 Lear Rd,Confirmed,10047338,251640
8157828,2577 Toxteth St #5,Confirmed,10047341,251655
8157838,761 Cockerell St #1,Processing,10047344,251670
8157848,9 Cypress St,Confirmed,10047347,251685
8157858,6 Romilly St,Confirmed,10047350,251700
8157868,51 St Anne St #12,Dispatched,10047353,251715
8157878,823 Idris St,Confirmed,10047356,251730
8157888,8764 Nickleby St #877,Dispatched,10047359,251745
8157898,5344 Bengel St #5,Delivered,10047362,251760
8157908,8880 Great Howard St #7750,Delivered,10047365,251775
8157918,9 Oakleigh,Confirmed,10047368,251790
8157928,83 Denbigh St Bootle,Delivered,10047371,251805
8157938,30 Aughton St,Processing,10047374,251820
8157948,260 Saxon St,Dispatched,10047377,251835
8157958,3 Pyramid St,Processing,10047380,251850
8157968,37 Langham St #948,Confirmed,10047383,251865
8157978,94 Villars St,Delivered,10047386,251880
8157988,73 Hawkstone St,Dispatched,10047389,251895
8157998,123 Sussex St,Processing,10047392,251910
8158008,484 Barry St,Confirmed,10047395,251925
8158018,7033 Micawber St,Confirmed,10047398,251940
8158028,33 Vipond St,Dispatched,10047401,251955
8158038,85 Hero St,Confirmed,10047404,251970
8158048,77 Reading St #8,Delivered,10047407,251985
8158058,274 Altcar Ave,Dispatched,10047410,252000
8158068,38 Avondale Rd #79,Processing,10047413,252015
8158078,4679 Curzon St,Dispatched,10047416,252030
8158088,13 Nelson Rd,Confirmed,10047419,252045
8158098,2546 Hunter St,Confirmed,10047422,252060
8158108,77 Mason St #650,Processing,10047425,252075
8158118,94 Wakefield St,Confirmed,10047428,252090
8158128,529 Stalmine Rd #3680,Dispatched,10047431,252105
8158138,52 Morningside Rd #1,Delivered,10047434,252120
8158148,94 Enid St,Dispatched,10047437,252135
8158158,661 Great Crosshall St,Dispatched,10047440,252150
8158168,227 Albert Terrace,Confirmed,10047443,252165
8158178,464 Back Nile St #618,Dispatched,10047446,252180
8158188,42 Eastwood St,Dispatched,10047449,252195
8158198,2877 Grain St,Delivered,10047452,252210
8158208,13 Stockdale St #779,Confirmed,10047455,252225
8158218,9 Cropper St,Delivered,10047458,252240
8158228,3 Gaskell St,Delivered,10047461,252255
8158238,5221 Royston St,Dispatched,10047464,252270
8158248,83 St Johns Lane #43,Dispatched,10047467,252285
8158258,603 Pall Mall,Confirmed,10047470,252300
8158268,76 Dawber St #6,Delivered,10047473,252315
8158278,3380 Alexander St,Processing,10047476,252330
8158288,216 Lissant St #8,Confirmed,10047479,252345
8158298,92 Phythian St #614,Delivered,10047482,252360
8158308,792 Queens Rd,Delivered,10047485,252375
8158318,5196 York St,Processing,10047488,252390
8158328,428 Kearsley St,Delivered,10047491,252405
8158338,8 Chestnut St,Dispatched,10047494,252420
8158348,998 Roe St #6,Processing,10047497,252435
8158358,3 Copenhagen Rd,Delivered,10047500,252450
8158368,293 Vivian St,Dispatched,10047503,252465
8158378,8 Barlow St #6,Processing,10047506,252480
8158388,5 Shakspeare St #66,Dispatched,10047509,252495
8158398,7 Carolina St,Processing,10047512,252510
8158408,52 Trowbridge St,Delivered,10047515,252525
8158418,25 Village St,Delivered,10047518,252540
8158428,4 Peach St #5112,Confirmed,10047521,252555
8158438,3614 Old Hall St #604,Delivered,10047524,252570
8158448,3768 Hey Green Rd,Processing,10047527,252585
8158458,97 Newlands St,Delivered,10047530,252600
8158468,6226 Maitland St,Processing,10047533,252615
8158478,891 Crocus St,Delivered,10047536,252630
8158488,1 Segrave St,Delivered,10047539,252645
8158498,666 Moor Place,Confirmed,10047542,252660
8158508,1554 Christopher St,Dispatched,10047545,252675
8158518,55 Margaret Rd,Confirmed,10047548,252690
8158528,8830 Antonio St,Processing,10047551,252705
8158538,82 Sinclair St,Dispatched,10047554,252720
8158548,7568 Atlas St,Dispatched,10047557,252735
8158558,93 Clyde Rd #9,Delivered,10047560,252750
8158568,18 Nimrod St,Processing,10047563,252765
8158578,6 Cannock St,Confirmed,10047566,252780
8158588,2258 Benedict St,Confirmed,10047569,252795
8158598,9302 Ismay St #6,Confirmed,10047572,252810
8158608,3347 Lawrence Rd #456,Dispatched,10047575,252825
8158618,47 Elwy St,Processing,10047578,252840
8158628,553 Picton Rd,Confirmed,10047581,252855
8158638,9986 Cantsfield St,Dispatched,10047584,252870
8158648,1 Sussex St,Dispatched,10047587,252885
8158658,9548 Ogwen St #84,Confirmed,10047590,252900
8158668,57 St Georges Hill,Delivered,10047593,252915
8158678,385 Upper Hampton St #39,Confirmed,10047596,252930
8158688,6378 Lyell St #48,Processing,10047599,252945
8158698,675 Falstaff St #170,Dispatched,10047602,252960
8158708,87 Pelops St,Dispatched,10047605,252975
8158718,5 Eyes St,Delivered,10047608,252990
8158728,2427 Olney St #7,Processing,10047611,253005
8158738,805 Westbank Rd,Confirmed,10047614,253020
8158748,36 Cranmer St #4697,Processing,10047617,253035
8158758,2 Kirkdale Rd,Processing,10047620,253050
8158768,4687 Atherton St,Dispatched,10047623,253065
8158778,513 Bailey St,Processing,10047626,253080
8158788,620 Old Leeds St,Confirmed,10047629,253095
8158798,5149 Maria Rd,Processing,10047632,253110
8158808,8 Taylor St,Confirmed,10047635,253125
8158818,588 Venmore St,Processing,10047638,253140
8158828,1 Newby St,Dispatched,10047641,253155
8158838,5588 Lake St #903,Processing,10047644,253170
8158848,9112 Hardwick St,Confirmed,10047647,253185
8158858,2395 Gloucester Pl,Delivered,10047650,253200
8158868,341 Birchfield St,Delivered,10047653,253215
8158878,9854 Ranelagh Place,Delivered,10047656,253230
8158888,8 Nova Scotia,Processing,10047659,253245
8158898,72 Lime Place,Confirmed,10047662,253260
8158908,907 Denman St,Dispatched,10047665,253275
8158918,5 Garfield St #9,Delivered,10047668,253290
8158928,345 Feltwell Rd,Dispatched,10047671,253305
8158938,1 Towson St,Delivered,10047674,253320
8158948,4 Candia St #6,Confirmed,10047677,253335
8158958,2 Cherry Lane,Dispatched,10047680,253350
8158968,7 Britannia Ave #875,Dispatched,10047683,253365
8158978,63 Brunswick Sq,Processing,10047686,253380
8158988,5 Gainsborough Rd,Dispatched,10047689,253395
8158998,745 Goodall St #9309,Processing,10047692,253410
8159008,1267 Alderson Rd,Processing,10047695,253425
8159018,2 Gay St #3702,Processing,10047698,253440
8159028,3409 Benns Gardens,Processing,10047701,253455
8159038,1 Lower Burlington St,Delivered,10047704,253470
8159048,4706 Chapel Place #5993,Confirmed,10047707,253485
8159058,4 Mather St,Delivered,10047710,253500
8159068,9960 Gilroy Rd,Confirmed,10047713,253515
8159078,3 Burnall St,Confirmed,10047716,253530
8159088,8 Bigham Rd,Dispatched,10047719,253545
8159098,950 Gordon St,Confirmed,10047722,253560
8159108,784 Juno St #7653,Processing,10047725,253575
8159118,69 Chantrey St #90,Confirmed,10047728,253590
8159128,4 Northbrook St #600,Processing,10047731,253605
8159138,526 Liffey St #759,Delivered,10047734,253620
8159148,6301 Dorset Rd,Dispatched,10047737,253635
8159158,4 Summer Seat Bootle,Confirmed,10047740,253650
8159168,84 Walton Village,Delivered,10047743,253665
8159178,8 Tagus St #9814,Confirmed,10047746,253680
8159188,770 Jamaica St,Processing,10047749,253695
8159198,11 Tetlow St,Dispatched,10047752,253710
8159208,7642 Ledward St,Confirmed,10047755,253725
8159218,1432 Rutland Ave,Delivered,10047758,253740
8159228,22 Harewood St #95,Dispatched,10047761,253755
8159238,645 Lister Drive,Confirmed,10047764,253770
8159248,8977 Old Leeds St #87,Confirmed,10047767,253785
8159258,22 Delamore St,Confirmed,10047770,253800
8159268,35 Walton Lane,Confirmed,10047773,253815
8159278,22 Kilshaw St,Dispatched,10047776,253830
8159288,1 Argyle St,Dispatched,10047779,253845
8159298,3 Garden Lane,Confirmed,10047782,253860
8159308,4309 Chisenhale St,Processing,10047785,253875
8159318,758 Woodhouse St,Confirmed,10047788,253890
8159328,18 Ouse St,Processing,10047791,253905
8159338,5 Ruskin St,Confirmed,10047794,253920
8159348,4565 Blackstock St,Confirmed,10047797,253935
8159358,8361 Cottenham St,Confirmed,10047800,253950
8159368,1267 Audley St,Delivered,10047803,253965
8159378,845 Atherton St,Processing,10047806,253980
8159388,150 Margaret Rd,Processing,10047809,253995
8159398,9923 Dinorben St #4838,Dispatched,10047812,254010
8159408,186 Craven St #68,Confirmed,10047815,254025
8159418,5160 High St #38,Dispatched,10047818,254040
8159428,3833 Sidney Rd,Processing,10047821,254055
8159438,6267 Greenland St,Processing,10047824,254070
8159448,14 Landseer Rd,Delivered,10047827,254085
8159458,30 Seville St,Dispatched,10047830,254100
8159468,79 Chelmsford St,Confirmed,10047833,254115
8159478,8 South John St,Confirmed,10047836,254130
8159488,50 Townsend St,Delivered,10047839,254145
8159498,7643 Campbell St,Confirmed,10047842,254160
8159508,371 Oakleigh,Confirmed,10047845,254175
8159518,9874 Oakfield Rd,Confirmed,10047848,254190
8159528,6 Princes St,Processing,10047851,254205
8159538,4190 Seacombe St,Processing,10047854,254220
8159548,3145 Rhyl St,Confirmed,10047857,254235
8159558,4919 Lime Grove,Delivered,10047860,254250
8159568,8 Carolina St,Processing,10047863,254265
8159578,1592 Price St,Confirmed,10047866,254280
8159588,2 Weller St,Dispatched,10047869,254295
8159598,18 Thomas St,Processing,10047872,254310
8159608,42 Hey Green Rd,Dispatched,10047875,254325
8159618,256 Vesuvius St #159,Processing,10047878,254340
8159628,82 Denison St #2642,Dispatched,10047881,254355
8159638,1779 Bird St,Confirmed,10047884,254370
8159648,99 College St South #1,Processing,10047887,254385
8159658,29 Greenleaf St,Dispatched,10047890,254400
8159668,39 Hooton Place,Dispatched,10047893,254415
8159678,198 Ranelagh Place,Confirmed,10047896,254430
8159688,353 Standish St #8264,Delivered,10047899,254445
8159698,87 Eldon Place,Confirmed,10047902,254460
8159708,592 Catharine St,Processing,10047905,254475
8159718,1661 Arrow St,Processing,10047908,254490
8159728,7 Netley St,Delivered,10047911,254505
8159738,7 St Edmonds Rd,Confirmed,10047914,254520
8159748,6996 Wrenbury St,Confirmed,10047917,254535
8159758,2 Prince Rupert St,Confirmed,10047920,254550
8159768,9970 Clyde Rd,Processing,10047923,254565
8159778,9 Fielding St,Processing,10047926,254580
8159788,555 Ludlow St,Confirmed,10047929,254595
8159798,1 James St #4,Delivered,10047932,254610
8159808,3 Byng St #524,Dispatched,10047935,254625
8159818,425 Howley St,Processing,10047938,254640
8159828,4041 Virgil St,Delivered,10047941,254655
8159838,32 High Park St #44,Processing,10047944,254670
8159848,88 Vernon St,Confirmed,10047947,254685
8159858,62 Euston St,Confirmed,10047950,254700
8159868,74 Medlock St,Processing,10047953,254715
8159878,80 Talbot St,Confirmed,10047956,254730
8159888,31 Buckingham Ave #3785,Delivered,10047959,254745
8159898,162 Grayson St,Delivered,10047962,254760
8159908,5 Webb St #8,Processing,10047965,254775
8159918,8092 Firdale Rd,Confirmed,10047968,254790
8159928,68 Carno St,Dispatched,10047971,254805
8159938,714 Moored St,Processing,10047974,254820
8159948,545 North John St,Delivered,10047977,254835
8159958,21 Pilgrim St,Delivered,10047980,254850
8159968,9772 Teilo St,Confirmed,10047983,254865
8159978,33 Fonthill Rd,Confirmed,10047986,254880
8159988,3 Ivyleigh,Dispatched,10047989,254895
8159998,501 Sandon Terrace #200,Confirmed,10047992,254910
8160008,9 Duckenfield St,Dispatched,10047995,254925
8160018,5466 Sedley St,Processing,10047998,254940
8160028,75 Brewster St #453,Processing,10048001,254955
8160038,7901 Beech St,Dispatched,10048004,254970
8160048,684 Cotswold St,Confirmed,10048007,254985
8160058,5 April Rd #13,Delivered,10048010,255000
8160068,8 Village St,Delivered,10048013,255015
8160078,7 Haddock St #34,Dispatched,10048016,255030
8160088,9 Mather St,Dispatched,10048019,255045
8160098,70 Rose Vale,Delivered,10048022,255060
8160108,29 Oregon St,Delivered,10048025,255075
8160118,15 East Albert Rd,Delivered,10048028,255090
8160128,3186 Naylor St,Dispatched,10048031,255105
8160138,9 Herbert St #77,Delivered,10048034,255120
8160148,9830 Croxteth Rd,Confirmed,10048037,255135
8160158,1054 Gladys St,Confirmed,10048040,255150
8160168,921 Douro St #1520,Confirmed,10048043,255165
8160178,180 Frodsham St,Processing,10048046,255180
8160188,7217 Edge Grove,Confirmed,10048049,255195
8160198,12 Gelling St,Dispatched,10048052,255210
8160208,763 Roscoe St,Dispatched,10048055,255225
8160218,419 St Andrew St,Processing,10048058,255240
8160228,623 Cornhill,Confirmed,10048061,255255
8160238,328 Havelock St #61,Delivered,10048064,255270
8160248,1056 College St South,Delivered,10048067,255285
8160258,11 Denison St #7,Confirmed,10048070,255300
8160268,30 Daulby St,Delivered,10048073,255315
8160278,201 Bran St,Confirmed,10048076,255330
8160288,1346 Vandyke St,Confirmed,10048079,255345
8160298,883 Howe St,Dispatched,10048082,255360
8160308,231 Wordsworth St,Processing,10048085,255375
8160318,2449 Amberly St #6364,Confirmed,10048088,255390
8160328,8430 Shadwell St,Processing,10048091,255405
8160338,115 Lister Rd,Processing,10048094,255420
8160348,7855 Sir Thomas St #7499,Processing,10048097,255435
8160358,1 Milton St,Delivered,10048100,255450
8160368,1111 Nesfield St,Delivered,10048103,255465
8160378,1831 Richards St #8,Delivered,10048106,255480
8160388,8054 Low Hill,Confirmed,10048109,255495
8160398,7252 Dansie St,Dispatched,10048112,255510
8160408,76 Paulton St,Delivered,10048115,255525
8160418,4 Cochrane St,Processing,10048118,255540
8160428,5679 Gloucester Pl,Dispatched,10048121,255555
8160438,45 Ledward St,Dispatched,10048124,255570
8160448,4 Monmouth Rd,Delivered,10048127,255585
8160458,64 Croyland St,Processing,10048130,255600
8160468,4 Vivian St,Processing,10048133,255615
8160478,35 Dublin St,Processing,10048136,255630
8160488,87 Pickup St,Confirmed,10048139,255645
8160498,7 Cottenham St,Dispatched,10048142,255660
8160508,622 Holmes St,Processing,10048145,255675
8160518,40 Peters Lane,Delivered,10048148,255690
8160528,2 Cockburn St,Processing,10048151,255705
8160538,65 Oban Rd,Processing,10048154,255720
8160548,31 Davy St,Delivered,10048157,255735
8160558,80 Ellerslie Rd,Dispatched,10048160,255750
8160568,4 Sherwood St,Dispatched,10048163,255765
8160578,8362 Whithorn St,Dispatched,10048166,255780
8160588,25 Dale St #2,Processing,10048169,255795
8160598,68 Scotland Place,Dispatched,10048172,255810
8160608,338 Alfonso Rd,Confirmed,10048175,255825
8160618,65 Rankin St,Processing,10048178,255840
8160628,8 Cookson St,Dispatched,10048181,255855
8160638,7 Lockhart St,Delivered,10048184,255870
8160648,363 Vandries St,Processing,10048187,255885
8160658,8 Gertrude St,Confirmed,10048190,255900
8160668,826 Rumney Rd West #7,Confirmed,10048193,255915
8160678,954 Madelaine St,Delivered,10048196,255930
8160688,7602 Brook St #86,Dispatched,10048199,255945
8160698,966 Bower St,Processing,10048202,255960
8160708,2 Seacombe St,Processing,10048205,255975
8160718,83 Battenburg St,Delivered,10048208,255990
8160728,2 Whitefield Rd,Confirmed,10048211,256005
8160738,869 Luke St,Dispatched,10048214,256020
8160748,4 Ogwen St,Processing,10048217,256035
8160758,205 Forge St #4021,Delivered,10048220,256050
8160768,999 Upper Harrington St #61,Processing,10048223,256065
8160778,3 Greenleaf St #5644,Delivered,10048226,256080
8160788,493 Wellington Rd,Dispatched,10048229,256095
8160798,1257 Stone St,Processing,10048232,256110
8160808,1 Bousfield St,Delivered,10048235,256125
8160818,59 Westminster Rd,Delivered,10048238,256140
8160828,143 Clark St #802,Dispatched,10048241,256155
8160838,421 Monument Place #44,Confirmed,10048244,256170
8160848,8 Gullett St,Processing,10048247,256185
8160858,2767 Pembroke St #979,Confirmed,10048250,256200
8160868,47 Orry St #8243,Confirmed,10048253,256215
8160878,5 Noon St,Dispatched,10048256,256230
8160888,510 Belvidere Rd,Confirmed,10048259,256245
8160898,860 Rokeby St,Confirmed,10048262,256260
8160908,9362 Solomon St #97,Delivered,10048265,256275
8160918,916 Strand St #4753,Dispatched,10048268,256290
8160928,5 Bentinck St,Processing,10048271,256305
8160938,954 Birchdale Rd,Dispatched,10048274,256320
8160948,7 Great Orford St,Dispatched,10048277,256335
8160958,488 Mulberry St,Delivered,10048280,256350
8160968,1761 Johnstone St,Confirmed,10048283,256365
8160978,8899 Mere Lane,Dispatched,10048286,256380
8160988,6 St Hilda St,Dispatched,10048289,256395
8160998,2725 Underley St #6452,Processing,10048292,256410
8161008,6061 Back Nile St,Confirmed,10048295,256425
8161018,9735 Linton St #2284,Confirmed,10048298,256440
8161028,9 Herbert St,Delivered,10048301,256455
8161038,40 Cairo St,Confirmed,10048304,256470
8161048,7199 St Clare Rd,Confirmed,10048307,256485
8161058,6 Conyers St #3346,Confirmed,10048310,256500
8161068,8657 Cedar St #2,Confirmed,10048313,256515
8161078,8 Jacob St,Dispatched,10048316,256530
8161088,6174 Botanic Pl,Dispatched,10048319,256545
8161098,9730 Dunnet St,Processing,10048322,256560
8161108,8783 High St,Processing,10048325,256575
8161118,8 Breckfield Road North,Processing,10048328,256590
8161128,82 Waterhouse Lane,Confirmed,10048331,256605
8161138,2 Park Rd Walton #4338,Processing,10048334,256620
8161148,59 Charles St,Confirmed,10048337,256635
8161158,593 Kinglake St,Dispatched,10048340,256650
8161168,404 Aigburth St #4246,Dispatched,10048343,256665
8161178,690 Copenhagen Rd,Confirmed,10048346,256680
8161188,7 Canton St,Processing,10048349,256695
8161198,79 Pine St,Dispatched,10048352,256710
8161208,9 Lodwick St,Processing,10048355,256725
8161218,9 Ogwen St,Dispatched,10048358,256740
8161228,1730 Seymour St,Dispatched,10048361,256755
8161238,35 Elton St #3,Processing,10048364,256770
8161248,8 Hinton St #8241,Confirmed,10048367,256785
8161258,751 Stamford St,Delivered,10048370,256800
8161268,70 Royal St,Confirmed,10048373,256815
8161278,5 Minerva St,Confirmed,10048376,256830
8161288,1 Northampton St,Confirmed,10048379,256845
8161298,2 Maple Grove,Processing,10048382,256860
8161308,794 Hook St,Dispatched,10048385,256875
8161318,91 Ludlow St,Dispatched,10048388,256890
8161328,51 Freehold St #224,Dispatched,10048391,256905
8161338,7 Hey Green Rd #4,Processing,10048394,256920
8161348,2476 Marsh St,Processing,10048397,256935
8161358,597 Threlfall St #72,Confirmed,10048400,256950
8161368,1 Jervis St,Confirmed,10048403,256965
8161378,7602 Grantham St,Processing,10048406,256980
8161388,10 Carisbrooke St,Processing,10048409,256995
8161398,78 Pine Grove,Dispatched,10048412,257010
8161408,7 Varthen St,Delivered,10048415,257025
8161418,8 Thomaston St,Dispatched,10048418,257040
8161428,527 Harding St,Delivered,10048421,257055
8161438,1616 Menzies St #453,Delivered,10048424,257070
8161448,3922 Leda St,Processing,10048427,257085
8161458,6352 Grosvenor St,Confirmed,10048430,257100
8161468,4313 Princes Park Terrace,Processing,10048433,257115
8161478,9 Sydney Place,Processing,10048436,257130
8161488,2015 Suburban Rd,Dispatched,10048439,257145
8161498,769 Euston St,Dispatched,10048442,257160
8161508,46 Stevenson St,Processing,10048445,257175
8161518,1400 Ash St,Delivered,10048448,257190
8161528,8822 Trafalgar St,Delivered,10048451,257205
8161538,28 Berwick St,Confirmed,10048454,257220
8161548,94 Regent St,Confirmed,10048457,257235
8161558,30 Marine Parade #1,Processing,10048460,257250
8161568,8 Pim Hill St,Confirmed,10048463,257265
8161578,8451 Bengel St,Processing,10048466,257280
8161588,159 Carlton St,Delivered,10048469,257295
8161598,38 Raffles St,Delivered,10048472,257310
8161608,650 Goring St,Processing,10048475,257325
8161618,6 Chestnut St,Confirmed,10048478,257340
8161628,4 Peover St,Delivered,10048481,257355
8161638,328 Pallas St,Processing,10048484,257370
8161648,9 Waltham Rd,Delivered,10048487,257385
8161658,352 Strathmore Rd,Delivered,10048490,257400
8161668,529 Llanrwst St,Processing,10048493,257415
8161678,1980 Tynemouth St,Dispatched,10048496,257430
8161688,8598 Rumney Rd,Dispatched,10048499,257445
8161698,9283 Ruth St #81,Delivered,10048502,257460
8161708,5544 Sutherland St,Confirmed,10048505,257475
8161718,9 Jackson St,Processing,10048508,257490
8161728,3612 Bixteth St,Delivered,10048511,257505
8161738,4545 Victoria Rd,Confirmed,10048514,257520
8161748,5 Hampden St,Delivered,10048517,257535
8161758,6452 Pilgrim St #5,Dispatched,10048520,257550
8161768,1149 Highfield Rd #996,Delivered,10048523,257565
8161778,21 Pickwick St,Processing,10048526,257580
8161788,19 Soho St,Confirmed,10048529,257595
8161798,236 Blantyre Rd,Dispatched,10048532,257610
8161808,70 Lilly Rd,Processing,10048535,257625
8161818,58 Gloucester Rd,Dispatched,10048538,257640
8161828,88 Upper Harrington St,Processing,10048541,257655
8161838,4920 Fazakerley Rd,Processing,10048544,257670
8161848,6 Morley St,Delivered,10048547,257685
8161858,7316 Friar St,Dispatched,10048550,257700
8161868,8 Heathfield St #657,Dispatched,10048553,257715
8161878,275 Peel Sq,Confirmed,10048556,257730
8161888,726 Westmoreland Place,Processing,10048559,257745
8161898,7 Water St,Delivered,10048562,257760
8161908,4 Covent Garden,Processing,10048565,257775
8161918,9166 Devon St #905,Dispatched,10048568,257790
8161928,70 Foster St,Dispatched,10048571,257805
8161938,714 Fonthill Rd,Delivered,10048574,257820
8161948,9 Milton St,Dispatched,10048577,257835
8161958,6 Norwood Grove,Confirmed,10048580,257850
8161968,6649 N Blue Gum St,Confirmed,10048583,257865
8161978,4 B Blue Ridge Blvd,Delivered,10048586,257880
8161988,8 W Cerritos Ave #54,Processing,10048589,257895
8161998,639 Main St,Delivered,10048592,257910
8162008,34 Center St,Delivered,10048595,257925
8162018,3 Mcauley Dr,Dispatched,10048598,257940
8162028,7 Eads St,Confirmed,10048601,257955
8162038,7 W Jackson Blvd,Dispatched,10048604,257970
8162048,5 Boston Ave #88,Confirmed,10048607,257985
8162058,228 Runamuck Pl #2808,Confirmed,10048610,258000
8162068,2371 Jerrold Ave,Confirmed,10048613,258015
8162078,37275 St  Rt 17m M,Confirmed,10048616,258030
8162088,25 E 75th St #69,Delivered,10048619,258045
8162098,98 Connecticut Ave Nw,Delivered,10048622,258060
8162108,56 E Morehead St,Dispatched,10048625,258075
8162118,73 State Road 434 E,Confirmed,10048628,258090
8162128,69734 E Carrillo St,Confirmed,10048631,258105
8162138,322 New Horizon Blvd,Dispatched,10048634,258120
8162148,1 State Route 27,Dispatched,10048637,258135
8162158,394 Manchester Blvd,Dispatched,10048640,258150
8162168,6 S 33rd St,Delivered,10048643,258165
8162178,6 Greenleaf Ave,Dispatched,10048646,258180
8162188,618 W Yakima Ave,Delivered,10048649,258195
8162198,74 S Westgate St,Confirmed,10048652,258210
8162208,3273 State St,Processing,10048655,258225
8162218,1 Central Ave,Delivered,10048658,258240
8162228,86 Nw 66th St #8673,Dispatched,10048661,258255
8162238,2 Cedar Ave #84,Delivered,10048664,258270
8162248,90991 Thorburn Ave,Confirmed,10048667,258285
8162258,386 9th Ave N,Dispatched,10048670,258300
8162268,74874 Atlantic Ave,Confirmed,10048673,258315
8162278,366 South Dr,Delivered,10048676,258330
8162288,45 E Liberty St,Processing,10048679,258345
8162298,4 Ralph Ct,Confirmed,10048682,258360
8162308,2742 Distribution Way,Processing,10048685,258375
8162318,426 Wolf St,Delivered,10048688,258390
8162328,128 Bransten Rd,Delivered,10048691,258405
8162338,17 Morena Blvd,Confirmed,10048694,258420
8162348,775 W 17th St,Delivered,10048697,258435
8162358,6980 Dorsett Rd,Confirmed,10048700,258450
8162368,2881 Lewis Rd,Dispatched,10048703,258465
8162378,7219 Woodfield Rd,Dispatched,10048706,258480
8162388,1048 Main St,Delivered,10048709,258495
8162398,678 3rd Ave,Processing,10048712,258510
8162408,20 S Babcock St,Delivered,10048715,258525
8162418,2 Lighthouse Ave,Dispatched,10048718,258540
8162428,38938 Park Blvd,Confirmed,10048721,258555
8162438,5 Tomahawk Dr,Delivered,10048724,258570
8162448,762 S Main St,Processing,10048727,258585
8162458,209 Decker Dr,Delivered,10048730,258600
8162468,4486 W O St #1,Confirmed,10048733,258615
8162478,39 S 7th St,Confirmed,10048736,258630
8162488,98839 Hawthorne Blvd #6101,Processing,10048739,258645
8162498,71 San Mateo Ave,Processing,10048742,258660
8162508,76 Brooks St #9,Confirmed,10048745,258675
8162518,4545 Courthouse Rd,Dispatched,10048748,258690
8162528,14288 Foster Ave #4121,Dispatched,10048751,258705
8162538,4 Otis St,Processing,10048754,258720
8162548,65895 S 16th St,Confirmed,10048757,258735
8162558,14302 Pennsylvania Ave,Delivered,10048760,258750
8162568,201 Hawk Ct,Processing,10048763,258765
8162578,53075 Sw 152nd Ter #615,Confirmed,10048766,258780
8162588,59 N Groesbeck Hwy,Dispatched,10048769,258795
8162598,2664 Lewis Rd,Confirmed,10048772,258810
8162608,59 Shady Ln #53,Dispatched,10048775,258825
8162618,3305 Nabell Ave #679,Dispatched,10048778,258840
8162628,18 Fountain St,Delivered,10048781,258855
8162638,7 W 32nd St,Delivered,10048784,258870
8162648,2853 S Central Expy,Processing,10048787,258885
8162658,74 W College St,Dispatched,10048790,258900
8162668,701 S Harrison Rd,Confirmed,10048793,258915
8162678,1088 Pinehurst St,Processing,10048796,258930
8162688,30 W 80th St #1995,Confirmed,10048799,258945
8162698,20932 Hedley St,Dispatched,10048802,258960
8162708,2737 Pistorio Rd #9230,Processing,10048805,258975
8162718,74989 Brandon St,Confirmed,10048808,258990
8162728,6 Kains Ave,Delivered,10048811,259005
8162738,47565 W Grand Ave,Processing,10048814,259020
8162748,4284 Dorigo Ln,Delivered,10048817,259035
8162758,6794 Lake Dr E,Delivered,10048820,259050
8162768,31 Douglas Blvd #950,Dispatched,10048823,259065
8162778,44 W 4th St,Confirmed,10048826,259080
8162788,11279 Loytan St,Delivered,10048829,259095
8162798,69 Marquette Ave,Delivered,10048832,259110
8162808,70 W Main St,Processing,10048835,259125
8162818,461 Prospect Pl #316,Confirmed,10048838,259140
8162828,47154 Whipple Ave Nw,Processing,10048841,259155
8162838,37 Alabama Ave,Dispatched,10048844,259170
8162848,3777 E Richmond St #900,Dispatched,10048847,259185
8162858,3 Fort Worth Ave,Delivered,10048850,259200
8162868,4800 Black Horse Pike,Delivered,10048853,259215
8162878,83649 W Belmont Ave,Processing,10048856,259230
8162888,840 15th Ave,Processing,10048859,259245
8162898,1747 Calle Amanecer #2,Delivered,10048862,259260
8162908,99385 Charity St #840,Confirmed,10048865,259275
